Series_Title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Meta_score,Director,No_of_Votes,Gross
Majo no takkyûbin,1989,U,103,Animation,7.8,83,Hayao Miyazaki,124193,
Glory,1989,R,122,Biography,7.8,78,Edward Zwick,122779,26830000
Dip huet seung hung,1989,R,111,Action,7.8,82,John Woo,45624,
Back to the Future Part II,1989,U,108,Adventure,7.8,57,Robert Zemeckis,481918,118500000
Mississippi Burning,1988,A,128,Crime,7.8,65,Alan Parker,88214,34603943
Predator,1987,A,107,Action,7.8,45,John McTiernan,371387,59735548
Evil Dead II,1987,A,84,Action,7.8,72,Sam Raimi,148359,5923044
Ferris Bueller's Day Off,1986,U,103,Comedy,7.8,61,John Hughes,321382,70136369
Down by Law,1986,R,107,Comedy,7.8,75,Jim Jarmusch,47834,1436000
The Goonies,1985,U,114,Adventure,7.8,62,Richard Donner,244430,61503218
The Color Purple,1985,U,154,Drama,7.8,78,Steven Spielberg,78321,98467863
The Breakfast Club,1985,UA,97,Comedy,7.8,66,John Hughes,357026,45875171
The Killing Fields,1984,UA,141,Biography,7.8,76,Roland Joffé,51585,34700291
Ghostbusters,1984,UA,105,Action,7.8,71,Ivan Reitman,355413,238632124
The Right Stuff,1983,PG,193,Adventure,7.8,91,Philip Kaufman,56235,21500000
The King of Comedy,1982,U,109,Comedy,7.8,73,Martin Scorsese,88511,2500000
E.T. the Extra-Terrestrial,1982,U,115,Family,7.8,91,Steven Spielberg,372490,435110554
Kramer vs. Kramer,1979,A,105,Drama,7.8,77,Robert Benton,133351,106260000
Days of Heaven,1978,PG,94,Drama,7.8,93,Terrence Malick,52852,
The Outlaw Josey Wales,1976,A,135,Western,7.8,69,Clint Eastwood,65659,31800000
The Man Who Would Be King,1975,PG,129,Adventure,7.8,91,John Huston,44917,
The Conversation,1974,U,113,Drama,7.8,85,Francis Ford Coppola,98611,4420000
La planète sauvage,1973,U,72,Animation,7.8,73,René Laloux,25229,193817
The Day of the Jackal,1973,A,143,Crime,7.8,80,Fred Zinnemann,37445,16056255
Badlands,1973,PG,94,Action,7.8,93,Terrence Malick,66009,
Cabaret,1972,A,124,Drama,7.8,80,Bob Fosse,48334,42765000
Willy Wonka & the Chocolate Factory,1971,U,100,Family,7.8,67,Mel Stuart,178731,4000000
Midnight Cowboy,1969,A,113,Drama,7.8,79,John Schlesinger,101124,44785053
Wait Until Dark,1967,,108,Thriller,7.8,81,Terence Young,27733,17550741
Guess Who's Coming to Dinner,1967,,108,Comedy,7.8,63,Stanley Kramer,39642,56700000
Bonnie and Clyde,1967,A,111,Action,7.8,86,Arthur Penn,102415,
My Fair Lady,1964,U,170,Drama,7.8,95,George Cukor,86525,72000000
Mary Poppins,1964,U,139,Comedy,7.8,88,Robert Stevenson,158029,102272727
The Longest Day,1962,G,178,Action,7.8,75,Ken Annakin,52141,39100000
Jules et Jim,1962,,105,Drama,7.8,97,François Truffaut,37605,
The Innocents,1961,A,100,Horror,7.8,88,Jack Clayton,27007,2616000
À bout de souffle,1960,U,90,Crime,7.8,,Jean-Luc Godard,73251,336705
Red River,1948,Passed,133,Action,7.8,,Howard Hawks,28167,
Key Largo,1948,,100,Action,7.8,,John Huston,36995,
To Have and Have Not,1944,PG,100,Adventure,7.8,,Howard Hawks,31053,
Shadow of a Doubt,1943,PG,108,Film-Noir,7.8,94,Alfred Hitchcock,59556,
Stagecoach,1939,Passed,96,Adventure,7.8,93,John Ford,43621,
The Lady Vanishes,1938,,96,Mystery,7.8,98,Alfred Hitchcock,47400,
Bringing Up Baby,1938,Passed,102,Comedy,7.8,91,Howard Hawks,55163,
Bride of Frankenstein,1935,,75,Drama,7.8,95,James Whale,43542,4360000
Duck Soup,1933,,69,Comedy,7.8,93,Leo McCarey,55581,
Scarface: The Shame of the Nation,1932,PG,93,Action,7.8,87,Howard Hawks,25312,
Frankenstein,1931,Passed,70,Drama,7.8,91,James Whale,65341,
Roma,2018,R,135,Drama,7.7,96,Alfonso Cuarón,140375,
God's Own Country,2017,,104,Drama,7.7,85,Francis Lee,25198,335609
Deadpool 2,2018,R,119,Action,7.7,66,David Leitch,478586,324591735
Wind River,2017,R,107,Crime,7.7,73,Taylor Sheridan,205444,33800859
Get Out,2017,R,104,Horror,7.7,85,Jordan Peele,492851,176040665
Mission: Impossible - Fallout,2018,UA,147,Action,7.7,86,Christopher McQuarrie,291257,220159104
En man som heter Ove,2015,PG-13,116,Comedy,7.7,70,Hannes Holm,47444,3358518
What We Do in the Shadows,2014,R,86,Comedy,7.7,76,Jemaine Clement,157498,3333000
Omoide no Mânî,2014,U,103,Animation,7.7,72,James Simone,32798,765127
The Theory of Everything,2014,U,123,Biography,7.7,72,James Marsh,404182,35893537
Kingsman: The Secret Service,2014,A,129,Action,7.7,60,Matthew Vaughn,590440,128261724
The Fault in Our Stars,2014,UA,126,Drama,7.7,69,Josh Boone,344312,124872350
Me and Earl and the Dying Girl,2015,PG-13,105,Comedy,7.7,74,Alfonso Gomez-Rejon,123210,6743776
Birdman or (The Unexpected Virtue of Ignorance),2014,A,119,Comedy,7.7,87,Alejandro G. Iñárritu,580291,42340598
La vie d'Adèle,2013,A,180,Drama,7.7,89,Abdellatif Kechiche,138741,2199675
Kai po che!,2013,U,130,Drama,7.7,40,Abhishek Kapoor,32628,1122527
The Broken Circle Breakdown,2012,,111,Drama,7.7,70,Felix van Groeningen,39379,175058
Captain America: The Winter Soldier,2014,UA,136,Action,7.7,70,Anthony Russo,736182,259766572
Rockstar,2011,UA,159,Drama,7.7,,Imtiaz Ali,39501,985912
Nebraska,2013,UA,115,Adventure,7.7,87,Alexander Payne,112298,17654912
Wreck-It Ralph,2012,U,101,Animation,7.7,72,Rich Moore,380195,189422889
Le Petit Prince,2015,PG,108,Animation,7.7,70,Mark Osborne,56720,1339152
Detachment,2011,,98,Drama,7.7,52,Tony Kaye,77071,71177
Midnight in Paris,2011,PG-13,96,Comedy,7.7,81,Woody Allen,388089,56816662
The Lego Movie,2014,U,100,Animation,7.7,83,Christopher Miller,323982,257760692
Gravity,2013,UA,91,Drama,7.7,96,Alfonso Cuarón,769145,274092705
Star Trek Into Darkness,2013,UA,132,Action,7.7,72,J.J. Abrams,463188,228778661
Beasts of No Nation,2015,,137,Drama,7.7,79,Cary Joji Fukunaga,73964,83861
The Social Network,2010,UA,120,Biography,7.7,95,David Fincher,624982,96962694
X: First Class,2011,UA,131,Action,7.7,65,Matthew Vaughn,645512,146408305
The Hangover,2009,UA,100,Comedy,7.7,73,Todd Phillips,717559,277322503
Skyfall,2012,UA,143,Action,7.7,81,Sam Mendes,630614,304360277
Silver Linings Playbook,2012,A,122,Comedy,7.7,81,David O. Russell,661871,132092958
Argo,2012,A,120,Biography,7.7,86,Ben Affleck,572581,136025503
(500) Days of Summer,2009,UA,95,Comedy,7.7,76,Marc Webb,472242,32391374
Harry Potter and the Deathly Hallows: Part 1,2010,A,146,Adventure,7.7,65,David Yates,479120,295983305
Gake no ue no Ponyo,2008,U,101,Animation,7.7,86,Hayao Miyazaki,125317,15090400
Frost/Nixon,2008,R,122,Biography,7.7,80,Ron Howard,103330,18593156
Papurika,2006,U,90,Animation,7.7,81,Satoshi Kon,71379,881302
Changeling,2008,R,141,Biography,7.7,63,Clint Eastwood,239203,35739802
Flipped,2010,PG,90,Comedy,7.7,45,Rob Reiner,81446,1752214
Toki o kakeru shôjo,2006,U,98,Animation,7.7,,Mamoru Hosoda,60368,
Death Note: Desu nôto,2006,,126,Crime,7.7,,Shûsuke Kaneko,28630,
This Is England,2006,,101,Crime,7.7,86,Shane Meadows,115576,327919
Ex Machina,2014,UA,108,Drama,7.7,78,Alex Garland,474141,25442958
Efter brylluppet,2006,R,120,Drama,7.7,78,Susanne Bier,32001,412544
The Last King of Scotland,2006,R,123,Biography,7.7,74,Kevin Macdonald,175355,17605861
Zodiac,2007,UA,157,Crime,7.7,78,David Fincher,466080,33080084
Lucky Number Slevin,2006,R,110,Action,7.7,53,Paul McGuigan,299524,22494487
Joyeux Noël,2005,PG-13,116,Drama,7.7,70,Christian Carion,28003,1054361
Control,2007,R,122,Biography,7.7,78,Anton Corbijn,61609,871577
Tangled,2010,U,100,Animation,7.7,71,Nathan Greno,405922,200821936
Zwartboek,2006,R,145,Drama,7.7,71,Paul Verhoeven,72643,4398392
Brokeback Mountain,2005,A,134,Drama,7.7,87,Ang Lee,323103,83043761
3:10 to Yuma,2007,A,122,Action,7.7,76,James Mangold,288797,53606916
Crash,2004,UA,112,Crime,7.7,66,Paul Haggis,419483,54580300
Kung fu,2004,UA,99,Action,7.7,78,Stephen Chow,127250,17108591
The Bourne Supremacy,2004,A,108,Action,7.7,73,Paul Greengrass,434841,176241941
The Machinist,2004,R,101,Drama,7.7,61,Brad Anderson,358432,1082715
Ray,2004,A,152,Biography,7.7,73,Taylor Hackford,138356,75331600
Lost in Translation,2003,UA,102,Comedy,7.7,89,Sofia Coppola,415074,44585453
Harry Potter and the Goblet of Fire,2005,UA,157,Adventure,7.7,81,Mike Newell,548619,290013036
Man on Fire,2004,UA,146,Action,7.7,47,Tony Scott,329592,77911774
Coraline,2009,U,100,Animation,7.7,80,Henry Selick,197761,75286229
The Last Samurai,2003,UA,154,Action,7.7,55,Edward Zwick,400049,111110575
The Magdalene Sisters,2002,R,114,Drama,7.7,83,Peter Mullan,25938,4890878
Good Bye Lenin!,2003,R,121,Comedy,7.7,68,Wolfgang Becker,137981,4064200
In America,2002,PG-13,105,Drama,7.7,76,Jim Sheridan,40403,15539266
I Am Sam,2001,PG-13,132,Drama,7.7,28,Jessie Nelson,142863,40311852
Adaptation.,2002,R,115,Comedy,7.7,83,Spike Jonze,178565,22245861
Black Hawk Down,2001,A,144,Drama,7.7,74,Ridley Scott,364254,108638745
Road to Perdition,2002,A,117,Crime,7.7,72,Sam Mendes,246840,104454762
Das Experiment,2001,R,120,Drama,7.7,60,Oliver Hirschbiegel,90842,141072
Billy Elliot,2000,R,110,Drama,7.7,74,Stephen Daldry,126770,21995263
Hedwig and the Angry Inch,2001,R,95,Comedy,7.7,85,John Cameron Mitchell,31957,3029081
Ocean's Eleven,2001,UA,116,Crime,7.7,74,Steven Soderbergh,516372,183417150
Vampire Hunter D: Bloodlust,2000,U,103,Animation,7.7,62,Yoshiaki Kawajiri,29210,151086
"O Brother, Where Art Thou?",2000,U,107,Adventure,7.7,69,Joel Coen,286742,45512588
Interstate 60: Episodes of the Road,2002,R,116,Adventure,7.7,,Bob Gale,29999,
"South Park: Bigger, Longer & Uncut",1999,A,81,Animation,7.7,73,Trey Parker,192112,52037603
Office Space,1999,R,89,Comedy,7.7,68,Mike Judge,241575,10824921
Happiness,1998,,134,Comedy,7.7,81,Todd Solondz,66408,2807390
Training Day,2001,A,122,Crime,7.7,69,Antoine Fuqua,390247,76631907
Rushmore,1998,UA,93,Comedy,7.7,86,Wes Anderson,169229,17105219
Abre los ojos,1997,U,119,Drama,7.7,,Alejandro Amenábar,64082,368234
Being John Malkovich,1999,R,113,Comedy,7.7,90,Spike Jonze,312542,22858926
As Good as It Gets,1997,A,139,Comedy,7.7,67,James L. Brooks,275755,148478011
The Fifth Element,1997,UA,126,Action,7.7,52,Luc Besson,434125,63540020
Le dîner de cons,1998,PG-13,80,Comedy,7.7,73,Francis Veber,37424,4065116
Donnie Brasco,1997,A,127,Biography,7.7,76,Mike Newell,279318,41909762
Shine,1996,U,105,Biography,7.7,87,Scott Hicks,51350,35811509
Primal Fear,1996,A,129,Crime,7.7,47,Gregory Hoblit,189716,56116183
Hamlet,1996,PG-13,242,Drama,7.7,,Kenneth Branagh,35991,4414535
A Little Princess,1995,U,97,Drama,7.7,83,Alfonso Cuarón,32236,10019307
Do lok tin si,1995,UA,99,Comedy,7.7,71,Kar-Wai Wong,26429,
Il postino,1994,U,108,Biography,7.7,81,Michael Radford,33600,21848932
Clerks,1994,R,92,Comedy,7.7,70,Kevin Smith,211450,3151130
Short Cuts,1993,R,188,Comedy,7.7,79,Robert Altman,42275,6110979
Philadelphia,1993,UA,125,Drama,7.7,66,Jonathan Demme,224169,77324422
The Muppet Christmas Carol,1992,G,85,Comedy,7.7,64,Brian Henson,50298,27281507
Malcolm X,1992,U,202,Biography,7.7,73,Spike Lee,85819,48169908
The Last of the Mohicans,1992,UA,112,Action,7.7,76,Michael Mann,150409,75505856
Kurenai no buta,1992,U,94,Animation,7.7,83,Hayao Miyazaki,77798,
Glengarry Glen Ross,1992,R,100,Crime,7.7,82,James Foley,95826,10725228
A Few Good Men,1992,U,138,Drama,7.7,62,Rob Reiner,235388,141340178
Fried Green Tomatoes,1991,PG-13,130,Drama,7.7,64,Jon Avnet,66941,82418501
Barton Fink,1991,U,116,Comedy,7.7,69,Joel Coen,113240,6153939
Miller's Crossing,1990,R,115,Crime,7.7,66,Joel Coen,125822,5080409
Who Framed Roger Rabbit,1988,U,104,Animation,7.7,83,Robert Zemeckis,182009,156452370
Spoorloos,1988,,107,Mystery,7.7,,George Sluizer,33982,
Withnail & I,1987,R,107,Comedy,7.7,84,Bruce Robinson,40396,1544889
The Last Emperor,1987,U,163,Biography,7.7,76,Bernardo Bertolucci,94326,43984230
Empire of the Sun,1987,U,153,Action,7.7,62,Steven Spielberg,115677,22238696
Der Name der Rose,1986,R,130,Crime,7.7,54,Jean-Jacques Annaud,102031,7153487
Blue Velvet,1986,A,120,Drama,7.7,76,David Lynch,181285,8551228
The Purple Rose of Cairo,1985,U,82,Comedy,7.7,75,Woody Allen,47102,10631333
After Hours,1985,UA,97,Comedy,7.7,90,Martin Scorsese,59635,10600000
Zelig,1983,PG,79,Comedy,7.7,,Woody Allen,39881,11798616
The Verdict,1982,U,129,Drama,7.7,77,Sidney Lumet,36096,54000000
Star Trek II: The Wrath of Khan,1982,U,113,Action,7.7,67,Nicholas Meyer,112704,78912963
First Blood,1982,A,93,Action,7.7,61,Ted Kotcheff,226541,47212904
Ordinary People,1980,U,124,Drama,7.7,86,Robert Redford,47099,54800000
Airplane!,1980,U,88,Comedy,7.7,78,Jim Abrahams,214882,83400000
Rupan sansei: Kariosutoro no shiro,1979,U,100,Animation,7.7,71,Hayao Miyazaki,27014,
Halloween,1978,A,91,Horror,7.7,87,John Carpenter,233106,47000000
Le locataire,1976,R,126,Drama,7.7,71,Roman Polanski,39889,1924733
Love and Death,1975,PG,85,Comedy,7.7,89,Woody Allen,36037,
The Taking of Pelham One Two Three,1974,U,104,Action,7.7,68,Joseph Sargent,26729,
Blazing Saddles,1974,A,93,Comedy,7.7,73,Mel Brooks,125993,119500000
Serpico,1973,A,130,Biography,7.7,87,Sidney Lumet,109941,29800000
Enter the Dragon,1973,A,102,Action,7.7,83,Robert Clouse,96561,25000000
Deliverance,1972,U,109,Adventure,7.7,80,John Boorman,98740,7056013
The French Connection,1971,A,104,Action,7.7,94,William Friedkin,110075,15630710
Dirty Harry,1971,A,102,Action,7.7,90,Don Siegel,143292,35900000
Where Eagles Dare,1968,U,158,Action,7.7,63,Brian G. Hutton,51913,
The Odd Couple,1968,G,105,Comedy,7.7,86,Gene Saks,31572,44527234
The Dirty Dozen,1967,,150,Action,7.7,73,Robert Aldrich,67183,45300000
Belle de jour,1967,A,100,Drama,7.7,,Luis Buñuel,40274,26331
A Man for All Seasons,1966,U,120,Biography,7.7,72,Fred Zinnemann,31222,28350000
Repulsion,1965,,105,Drama,7.7,91,Roman Polanski,48883,
Zulu,1964,U,138,Drama,7.7,77,Cy Endfield,35999,
Goldfinger,1964,A,110,Action,7.7,87,Guy Hamilton,174119,51081062
The Birds,1963,A,119,Drama,7.7,90,Alfred Hitchcock,171739,11403529
Cape Fear,1962,Passed,106,Drama,7.7,76,J. Lee Thompson,26457,
Peeping Tom,1960,,101,Drama,7.7,,Michael Powell,31354,83957
The Magnificent Seven,1960,Approved,128,Action,7.7,74,John Sturges,87719,4905000
Les yeux sans visage,1960,,90,Drama,7.7,90,Georges Franju,27620,52709
Invasion of the Body Snatchers,1956,Approved,80,Drama,7.7,92,Don Siegel,44839,
Rebel Without a Cause,1955,PG-13,111,Drama,7.7,89,Nicholas Ray,83363,
The Ladykillers,1955,,91,Comedy,7.7,91,Alexander Mackendrick,26464,
Sabrina,1954,Passed,113,Comedy,7.7,72,Billy Wilder,59415,
The Quiet Man,1952,Passed,129,Comedy,7.7,,John Ford,34677,10550000
The Day the Earth Stood Still,1951,U,92,Drama,7.7,,Robert Wise,76315,
The African Queen,1951,PG,105,Adventure,7.7,91,John Huston,71481,536118
Gilda,1946,Approved,110,Drama,7.7,,Charles Vidor,27991,
Fantasia,1940,G,125,Animation,7.7,96,James Algar,88662,76408097
The Invisible Man,1933,TV-PG,71,Horror,7.7,87,James Whale,30683,
Dark Waters,2019,PG-13,126,Biography,7.6,73,Todd Haynes,60408,
Searching,2018,U/A,102,Drama,7.6,71,Aneesh Chaganty,140840,26020957
Once Upon a Time... in Hollywood,2019,A,161,Comedy,7.6,83,Quentin Tarantino,551309,142502728
Nelyubov,2017,R,127,Drama,7.6,86,Andrey Zvyagintsev,29765,566356
The Florida Project,2017,A,111,Drama,7.6,92,Sean Baker,95181,5904366
Just Mercy,2019,A,137,Biography,7.6,68,Destin Daniel Cretton,46739,
Gifted,2017,PG-13,101,Drama,7.6,60,Marc Webb,99643,24801212
The Peanut Butter Falcon,2019,PG-13,97,Adventure,7.6,70,Tyler Nilson,66346,13122642
Victoria,2015,,138,Crime,7.6,77,Sebastian Schipper,52903,
Mustang,2015,PG-13,97,Drama,7.6,83,Deniz Gamze Ergüven,35785,845464
Guardians of the Galaxy Vol. 2,2017,UA,136,Action,7.6,67,James Gunn,569974,389813101
Baby Driver,2017,UA,113,Action,7.6,86,Edgar Wright,439406,107825862
Only the Brave,2017,UA,134,Action,7.6,72,Joseph Kosinski,58371,18340051
Bridge of Spies,2015,UA,142,Drama,7.6,81,Steven Spielberg,287659,72313754
Incredibles 2,2018,UA,118,Animation,7.6,80,Brad Bird,250057,608581744
Moana,2016,U,107,Animation,7.6,81,Ron Clements,272784,248757044
Sicario,2015,A,121,Action,7.6,82,Denis Villeneuve,371291,46889293
Creed,2015,A,133,Drama,7.6,82,Ryan Coogler,247666,109767581
Leviafan,2014,R,140,Crime,7.6,92,Andrey Zvyagintsev,49397,1092800
Hell or High Water,2016,R,102,Action,7.6,88,David Mackenzie,204175,26862450
Philomena,2013,PG-13,98,Biography,7.6,77,Stephen Frears,94212,37707719
Dawn of the Planet of the Apes,2014,UA,130,Action,7.6,79,Matt Reeves,411599,208545589
El cuerpo,2012,,112,Mystery,7.6,,Oriol Paulo,57549,
Serbuan maut,2011,A,101,Action,7.6,73,Gareth Evans,190531,4105123
End of Watch,2012,A,109,Action,7.6,68,David Ayer,228132,41003371
Kari-gurashi no Arietti,2010,U,94,Animation,7.6,80,Hiromasa Yonebayashi,80939,19202743
A Star Is Born,2018,UA,136,Drama,7.6,88,Bradley Cooper,334312,215288866
True Grit,2010,PG-13,110,Drama,7.6,80,Ethan Coen,311822,171243005
Hævnen,2010,R,118,Drama,7.6,65,Susanne Bier,38491,1008098
Despicable Me,2010,U,95,Animation,7.6,72,Pierre Coffin,500851,251513985
50/50,2011,R,100,Comedy,7.6,72,Jonathan Levine,315426,35014192
Kick-Ass,2010,UA,117,Action,7.6,66,Matthew Vaughn,524081,48071303
Celda 211,2009,,113,Action,7.6,,Daniel Monzón,63882,
Moneyball,2011,PG-13,133,Biography,7.6,87,Bennett Miller,369529,75605492
La piel que habito,2011,R,120,Drama,7.6,70,Pedro Almodóvar,138959,3185812
Zombieland,2009,A,88,Adventure,7.6,73,Ruben Fleischer,520041,75590286
Die Welle,2008,,107,Drama,7.6,,Dennis Gansel,102742,
Sherlock Holmes,2009,PG-13,128,Action,7.6,57,Guy Ritchie,583158,209028679
The Blind Side,2009,UA,129,Biography,7.6,53,John Lee Hancock,293266,255959475
The Visitor,2007,PG-13,104,Drama,7.6,79,Tom McCarthy,41544,9422422
Seven Pounds,2008,UA,123,Drama,7.6,36,Gabriele Muccino,286770,69951824
Eastern Promises,2007,R,100,Action,7.6,82,David Cronenberg,227760,17114882
Stardust,2007,U,127,Adventure,7.6,66,Matthew Vaughn,255036,38634938
The Secret of Kells,2009,,71,Animation,7.6,81,Tomm Moore,31779,686383
Inside Man,2006,R,129,Crime,7.6,76,Spike Lee,339757,88513495
Gone Baby Gone,2007,R,114,Crime,7.6,72,Ben Affleck,250590,20300218
La Vie En Rose,2007,PG-13,140,Biography,7.6,66,Olivier Dahan,82781,10301706
Huo Yuan Jia,2006,PG-13,104,Action,7.6,70,Ronny Yu,72863,24633730
The Illusionist,2006,U,110,Drama,7.6,68,Neil Burger,354728,39868642
Dead Man's Shoes,2004,,90,Crime,7.6,52,Shane Meadows,49728,6013
Harry Potter and the Half-Blood Prince,2009,UA,153,Action,7.6,78,David Yates,474827,301959197
300,2006,A,117,Action,7.6,52,Zack Snyder,732876,210614939
Match Point,2005,R,124,Drama,7.6,72,Woody Allen,206294,23089926
Watchmen,2009,A,162,Action,7.6,56,Zack Snyder,500799,107509799
Lord of War,2005,R,122,Action,7.6,62,Andrew Niccol,294140,24149632
Saw,2004,UA,103,Horror,7.6,46,James Wan,379020,56000369
"Synecdoche, New York",2008,R,124,Drama,7.6,67,Charlie Kaufman,83158,3081925
Mysterious Skin,2004,R,105,Drama,7.6,73,Gregg Araki,65939,697181
Jeux d'enfants,2003,R,93,Comedy,7.6,45,Yann Samuell,67360,548707
Un long dimanche de fiançailles,2004,U,133,Drama,7.6,76,Jean-Pierre Jeunet,70925,6167817
The Station Agent,2003,R,89,Comedy,7.6,81,Tom McCarthy,67370,5739376
21 Grams,2003,UA,124,Crime,7.6,70,Alejandro G. Iñárritu,224545,16290476
Boksuneun naui geot,2002,R,129,Crime,7.6,56,Chan-wook Park,62659,45289
Finding Neverland,2004,U,106,Biography,7.6,67,Marc Forster,198677,51680613
25th Hour,2002,R,135,Drama,7.6,68,Spike Lee,169708,13060843
The Butterfly Effect,2004,U,113,Drama,7.6,30,Eric Bress,451479,57938693
28 Days Later...,2002,A,113,Drama,7.6,73,Danny Boyle,376853,45064915
Batoru rowaiaru,2000,,114,Action,7.6,81,Kinji Fukasaku,169091,
The Royal Tenenbaums,2001,A,110,Comedy,7.6,76,Wes Anderson,266842,52364010
Y tu mamá también,2001,A,106,Drama,7.6,88,Alfonso Cuarón,115827,13622333
Harry Potter and the Sorcerer's Stone,2001,U,152,Adventure,7.6,64,Chris Columbus,658185,317575550
The Others,2001,PG-13,101,Horror,7.6,74,Alejandro Amenábar,337651,96522687
Blow,2001,R,124,Biography,7.6,52,Ted Demme,240714,52990775
Enemy at the Gates,2001,A,131,Drama,7.6,53,Jean-Jacques Annaud,243729,51401758
Minority Report,2002,A,145,Action,7.6,80,Steven Spielberg,508417,132072926
The Hurricane,1999,R,146,Biography,7.6,74,Norman Jewison,91557,50668906
American Psycho,2000,A,101,Comedy,7.6,64,Mary Harron,490062,15070285
Lola rennt,1998,UA,81,Crime,7.6,77,Tom Tykwer,188317,7267585
The Thin Red Line,1998,A,170,Drama,7.6,78,Terrence Malick,172710,36400491
Mulan,1998,U,88,Animation,7.6,71,Tony Bancroft,256906,120620254
Fear and Loathing in Las Vegas,1998,R,118,Adventure,7.6,41,Terry Gilliam,259753,10680275
Funny Games,1997,A,108,Crime,7.6,69,Michael Haneke,65058,
Dark City,1998,A,100,Mystery,7.6,66,Alex Proyas,187927,14378331
Sleepers,1996,UA,147,Crime,7.6,49,Barry Levinson,186734,49100000
Lost Highway,1997,A,134,Mystery,7.6,52,David Lynch,131101,3796699
Sense and Sensibility,1995,U,136,Drama,7.6,84,Ang Lee,102598,43182776
Die Hard: With a Vengeance,1995,A,128,Action,7.6,58,John McTiernan,364420,100012499
Dead Man,1995,R,121,Adventure,7.6,62,Jim Jarmusch,90442,1037847
The Bridges of Madison County,1995,A,135,Drama,7.6,69,Clint Eastwood,73172,71516617
Apollo 13,PG,U,140,Adventure,7.6,77,Ron Howard,269197,173837933
Trois couleurs: Blanc,1994,U,92,Comedy,7.6,88,Krzysztof Kieslowski,64390,1464625
Falling Down,1993,R,113,Action,7.6,56,Joel Schumacher,171640,40903593
Dazed and Confused,1993,U,102,Comedy,7.6,78,Richard Linklater,165465,7993039
My Cousin Vinny,1992,UA,120,Comedy,7.6,68,Jonathan Lynn,107325,52929168
Omohide poro poro,1991,U,118,Animation,7.6,90,Isao Takahata,27071,453243
Delicatessen,1991,R,99,Comedy,7.6,66,Marc Caro,80487,1794187
Home Alone,1990,U,103,Comedy,7.6,63,Chris Columbus,488817,285761243
The Godfather: Part III,1990,A,162,Crime,7.6,60,Francis Ford Coppola,359809,66666062
When Harry Met Sally...,1989,UA,95,Comedy,7.6,76,Rob Reiner,195663,92823600
The Little Mermaid,1989,U,83,Animation,7.6,88,Ron Clements,237696,111543479
The Naked Gun: From the Files of Police Squad!,1988,U,85,Comedy,7.6,76,David Zucker,152871,78756177
"Planes, Trains & Automobiles",1987,U,93,Comedy,7.6,72,John Hughes,124773,49530280
Lethal Weapon,1987,A,109,Action,7.6,68,Richard Donner,236894,65207127
Blood Simple,1984,A,99,Crime,7.6,82,Joel Coen,87745,2150000
On Golden Pond,1981,UA,109,Drama,7.6,68,Mark Rydell,27650,119285432
Mad Max 2,1981,A,96,Action,7.6,77,George Miller,166588,12465371
The Warriors,1979,UA,92,Action,7.6,65,Walter Hill,93878,22490039
The Muppet Movie,1979,U,95,Adventure,7.6,74,James Frawley,32802,76657000
Escape from Alcatraz,1979,A,112,Action,7.6,76,Don Siegel,121731,43000000
Watership Down,1978,U,91,Animation,7.6,64,Martin Rosen,33656,
Midnight Express,1978,A,121,Biography,7.6,59,Alan Parker,73662,35000000
Close Encounters of the Third Kind,1977,U,138,Drama,7.6,90,Steven Spielberg,184966,132088635
The Long Goodbye,1973,A,112,Comedy,7.6,87,Robert Altman,26337,959000
Giù la testa,1971,PG,157,Drama,7.6,77,Sergio Leone,30144,696690
Kelly's Heroes,1970,GP,144,Adventure,7.6,50,Brian G. Hutton,45338,1378435
The Jungle Book,1967,U,78,Animation,7.6,65,Wolfgang Reitherman,166409,141843612
Blowup,1966,A,111,Drama,7.6,82,Michelangelo Antonioni,56513,
A Hard Day's Night,1964,U,87,Comedy,7.6,96,Richard Lester,40351,13780024
Breakfast at Tiffany's,1961,A,115,Comedy,7.6,76,Blake Edwards,166544,
Giant,1956,G,201,Drama,7.6,84,George Stevens,34075,
From Here to Eternity,1953,Passed,118,Drama,7.6,85,Fred Zinnemann,43374,30500000
Lifeboat,1944,,97,Drama,7.6,78,Alfred Hitchcock,26471,
The 39 Steps,1935,,86,Crime,7.6,93,Alfred Hitchcock,51853,
